Season,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional
2021-22,John Konchar,SG,25,MEM,72,1292,14,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,0.155,0.2,1.3,1.5,1.2,konchjo01
2021-22,Furkan Korkmaz,SG,24,PHI,67,1414,10.2,0.502,0.566,0.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,0.1,1.1,1.2,0.041,-2,-1.1,-3.1,-0.4,korkmfu01
2021-22,Luke Kornet,C,26,TOT,15,103,16.6,0.506,0.185,0.222,14,16.4,15.2,12.4,1.4,2.6,0,12.7,0.2,0.2,0.4,0.194,-0.9,0.4,-0.5,0,kornelu01
2021-22,Luke Kornet,C,26,CLE,2,15,8.7,0.316,0.2,0.6,15.1,7.2,11.1,8.8,0,5.9,0,18.6,0,0,0,0.008,-6.7,-3.2,-9.9,0,kornelu01
2021-22,Luke Kornet,C,26,MIL,1,3,-5,0,0,0,36.1,0,17.7,0,0,0,0,14.2,0,0,0,-0.154,-14.2,-10.5,-24.7,0,kornelu01
2021-22,Luke Kornet,C,26,BOS,12,85,18.8,0.582,0.19,0.143,13,18.6,15.9,13.5,1.8,2.1,0,11.6,0.3,0.2,0.4,0.239,0.6,1.4,2.1,0.1,kornelu01
2021-22,Vit Krejci,SG,21,OKC,30,690,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,0.042,-4.3,-1,-5.3,-0.6,krejcvi01
2021-22,Arnoldas Kulboka,SF,24,CHO,2,5,-10.7,0,1,0,0,0,0,0,0,0,0,8.5,0,0,0,-0.217,-14.7,-7.1,-21.8,0,kulboar01
2021-22,Jonathan Kuminga,SF,19,GSW,70,1185,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12,22.7,1.3,1.8,3,0.123,-1.3,-0.2,-1.5,0.1,kuminjo01
2021-22,Kyle Kuzma,PF,26,WAS,66,2204,15.2,0.547,0.401,0.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,0,2,2,0.044,0.2,-0.4,-0.2,1,kuzmaky01
2021-22,Anthony Lamb,SF,24,SAS,2,8,-0.5,0,1,0,0,13.2,6.6,27.9,0,0,0,10.6,0,0,0,-0.138,-6.2,-1.8,-8,0,lamban01
2021-22,Jeremy Lamb,SF-SG,29,TOT,56,935,13.3,0.521,0.49,0.305,3,15.3,9.1,12.3,1.6,2,8.6,19.7,0.6,0.6,1.2,0.063,-0.4,-0.5,-0.8,0.3,lambje01
2021-22,Jeremy Lamb,SF,29,IND,39,613,13.4,0.524,0.513,0.351,2.7,14.6,8.5,11.6,1.8,2,8.4,20,0.5,0.4,0.9,0.07,-0.2,-0.2,-0.5,0.2,lambje01
2021-22,Jeremy Lamb,SG,29,SAC,17,322,13.1,0.514,0.445,0.218,3.7,16.7,10.1,13.5,1.2,2.2,9.1,19.1,0.1,0.2,0.3,0.051,-0.6,-0.9,-1.5,0,lambje01
2021-22,Jock Landale,C,26,SAS,54,589,16,0.597,0.436,0.201,11.1,13.5,12.3,10.6,0.8,2,12.3,18.1,1,0.4,1.5,0.121,0.7,-1.1,-0.4,0.2,landajo01
2021-22,Romeo Langford,SG,22,TOT,48,771,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,0.3,1,1.3,0.082,-2.3,1,-1.4,0.1,langfro01
2021-22,Romeo Langford,SG,22,BOS,44,728,9.3,0.52,0.451,0.185,4.6,10.7,7.7,3.6,1.4,2,7.4,13,0.2,1,1.3,0.084,-2.3,1.1,-1.2,0.2,langfro01
2021-22,Romeo Langford,SG,22,SAS,4,43,8.1,0.523,0.286,1.143,0,9.8,4.9,5.8,1.1,0,0,10.3,0,0,0,0.053,-3.8,-0.4,-4.1,0,langfro01
2021-22,Zach LaVine,SG,26,CHI,67,2328,20,0.605,0.401,0.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,4.5,1.3,5.8,0.12,3.9,-1.5,2.4,2.6,lavinza01
2021-22,Jake Layman,SF,27,MIN,34,231,9,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11,16.4,-0.1,0.2,0.1,0.024,-3.3,-0.6,-3.9,-0.1,laymaja01
2021-22,Damion Lee,SG,29,GSW,63,1256,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,0.9,1.8,2.7,0.102,-2.4,0.4,-2,0,leeda03
2021-22,Saben Lee,PG,22,DET,37,604,13.8,0.499,0.339,0.401,3.1,13,7.8,26.2,2.9,1.8,14.7,17.3,0.3,0.7,0.9,0.073,-1.9,1.5,-0.4,0.2,leesa01
2021-22,Alex Len,C,28,SAC,39,620,13.1,0.577,0.119,0.358,9,19.3,14.1,10.6,1,3.5,17.4,17.1,0.4,0.5,0.9,0.07,-3.2,0.3,-2.9,-0.1,lenal01
2021-22,Caris LeVert,SG,27,TOT,58,1781,15.1,0.525,0.3,0.226,2.7,10.7,6.7,22,1.4,1.1,10.3,25.4,1.2,1,2.2,0.059,0,-1.2,-1.2,0.4,leverca01
2021-22,Caris LeVert,SG,27,IND,39,1214,16.3,0.53,0.304,0.235,2.7,11.2,6.9,22.8,1.4,1.3,9.9,26.8,1.1,0.4,1.5,0.06,1,-1.3,-0.3,0.5,leverca01
2021-22,Caris LeVert,SG,27,CLE,19,567,12.4,0.511,0.289,0.203,2.6,9.7,6.2,20.5,1.4,0.8,11.6,22.3,0.1,0.6,0.7,0.057,-2.1,-1.1,-3.1,-0.2,leverca01
2021-22,Kira Lewis Jr.,PG,20,NOP,24,341,9.8,0.466,0.397,0.082,2.9,10,6.3,21.7,1.6,0.3,14.7,22.3,-0.3,0.2,-0.1,-0.017,-2.8,-1.2,-4,-0.2,lewiski01
2021-22,Scottie Lewis,SG,21,CHO,2,7,14.6,0.568,,,0,0,0,16.2,6.9,0,0,5.3,0,0,0,0.164,0,5.9,6,0,lewissc01
2021-22,Damian Lillard,PG,31,POR,29,1056,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34,0.8,1,11.6,29.3,1.7,0.1,1.7,0.079,4,-2.7,1.3,0.9,lillada01
2021-22,Nassir Little,SF,21,POR,42,1088,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,0.076,-0.9,-0.6,-1.4,0.2,littlna01
2021-22,Isaiah Livers,SF,23,DET,19,383,11.1,0.629,0.711,0.156,4,12.5,8,8,1.7,1.6,13.5,12.4,0.4,0.3,0.7,0.085,-1.3,-0.2,-1.5,0,liveris01
2021-22,Kevon Looney,C,25,GSW,82,1732,15.7,0.586,0.003,0.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,3.5,3.2,6.8,0.187,-0.9,1.7,0.9,1.3,looneke01
2021-22,Brook Lopez,C,33,MIL,13,298,16,0.57,0.405,0.176,6.9,11.9,9.4,3,1.3,4.8,7.8,21.9,0.3,0.3,0.7,0.108,-0.7,-0.7,-1.3,0.1,lopezbr01
2021-22,Robin Lopez,C,33,ORL,36,612,13.7,0.57,0.03,0.271,11.7,10,10.9,14.4,0.2,2.7,16.5,18.9,0.5,0.3,0.8,0.064,-2.4,-1.4,-3.8,-0.3,lopezro01
2021-22,Didi Louzada,SG-SF,22,TOT,9,129,6.4,0.517,0.697,0.061,4.1,10.6,7.2,5.3,0.8,1.5,12.9,13,0,0,0,-0.005,-4.1,-3.4,-7.5,-0.2,louzama01
2021-22,Didi Louzada,SF,22,NOP,2,7,-1.2,0,1,0,31,0,15.8,17.1,0,0,0,18.4,0,0,0,-0.238,-4.1,-8.4,-12.5,0,louzama01
2021-22,Didi Louzada,SG,22,POR,7,122,6.8,0.567,0.667,0.067,2.6,11.2,6.8,4.7,0.8,1.6,13.9,12.7,0,0,0,0.008,-4.1,-3.1,-7.2,-0.2,louzama01
2021-22,Kevin Love,C,33,CLE,74,1665,19.6,0.594,0.627,0.26,5.9,29.2,17.8,15.3,0.8,1,10.4,25.1,3.2,2.5,5.7,0.164,4.4,0.1,4.5,2.7,loveke01
2021-22,Kyle Lowry,PG,35,MIA,63,2133,15,0.6,0.609,0.278,1.8,13,7.5,32.3,1.6,0.8,19.3,18.2,3.7,2.7,6.4,0.143,1.1,0.8,2,2.1,lowryky01
2021-22,Gabriel Lundberg,SG,27,PHO,4,44,7.7,0.342,0.421,0,5,11.9,8.5,31.5,3.3,0,13.6,21.5,-0.1,0.1,0,-0.005,-5.3,0.5,-4.8,0,lundbga01
2021-22,Timothé Luwawu-Cabarrot,SF,26,ATL,52,685,9.3,0.556,0.656,0.22,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,0.6,0.3,0.9,0.061,-2.3,-1,-3.3,-0.2,luwawti01
2021-22,Trey Lyles,PF,26,TOT,75,1537,16.4,0.588,0.372,0.432,6,21.2,13.4,9,0.9,1.9,9.8,20.7,2.4,1.2,3.5,0.111,0.5,-0.8,-0.3,0.7,lylestr01
2021-22,Trey Lyles,PF,26,DET,51,990,16.7,0.576,0.38,0.458,6.2,21.2,13.3,9.5,1.1,2.4,10.5,22.3,1.3,0.9,2.2,0.106,0.5,-0.4,0,0.5,lylestr01
2021-22,Trey Lyles,PF,26,SAC,24,547,16,0.612,0.354,0.376,5.7,21.3,13.4,8.1,0.6,1,8.4,17.8,1.1,0.3,1.4,0.12,0.7,-1.6,-1,0.1,lylestr01
2021-22,Théo Maledon,PG,20,OKC,51,908,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,0.015,-3.7,-0.7,-4.4,-0.6,maledth01
2021-22,Sandro Mamukelashvili,PF,22,MIL,41,407,14.7,0.618,0.452,0.191,9.3,12,10.7,7.4,1.1,2.1,10.7,14.6,0.8,0.3,1.1,0.135,0.6,-1,-0.3,0.2,mamuksa01
2021-22,Terance Mann,SF,25,LAC,81,2317,13.4,0.572,0.301,0.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16,3.1,2.4,5.5,0.113,-0.8,0.2,-0.6,0.8,mannte01
2021-22,Tre Mann,PG,20,OKC,60,1367,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22,-1,1,0.1,0.002,-3.3,-1.1,-4.4,-0.8,manntr01
2021-22,Boban Marjanović,C,33,DAL,23,128,18.5,0.615,0.057,0.314,6.9,27,16.9,4.8,0,2.1,15.8,33.3,-0.1,0.2,0.1,0.045,-3.2,-1.2,-4.4,-0.1,marjabo01
2021-22,Lauri Markkanen,SF,24,CLE,61,1878,14.7,0.582,0.541,0.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,2.7,2.3,5,0.127,0.4,-0.1,0.4,1.1,markkla01
2021-22,Naji Marshall,SF,24,NOP,55,735,12.3,0.505,0.39,0.346,5.6,16,10.7,12.3,2.2,1,12.9,20.8,0,0.7,0.8,0.05,-2.7,-0.5,-3.2,-0.2,marshna01
2021-22,Caleb Martin,SF,26,MIA,60,1372,14.8,0.611,0.378,0.227,5.9,13,9.5,7,2.1,2.3,10.3,16.3,1.9,2.1,4,0.139,0.1,0.9,1.1,1.1,martica02
2021-22,Cody Martin,SF,26,CHO,71,1866,12.7,0.579,0.376,0.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,2.4,1.5,3.9,0.101,-1.2,0.7,-0.5,0.7,martico01
2021-22,Kelan Martin,SF,26,TOT,30,450,9.4,0.484,0.439,0.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,-0.1,0.2,0,0.005,-2.6,-1,-3.6,-0.2,martike03
2021-22,Kelan Martin,SF,26,IND,27,444,9.7,0.492,0.44,0.077,4,9.5,6.7,6.8,1.4,1.8,7.5,18.1,-0.1,0.2,0.1,0.01,-2.4,-0.9,-3.3,-0.1,martike03
2021-22,Kelan Martin,SF,26,BOS,3,6,-11.3,0,0.333,0,18.5,17.6,18,0,0,0,0,22,-0.1,0,0,-0.382,-14.7,-10.5,-25.1,0,martike03
2021-22,Kenyon Martin Jr.,SF,21,HOU,79,1656,14.3,0.603,0.321,0.235,5.3,14.5,9.9,9.4,1,2.2,9.4,16.3,2.3,0.6,2.9,0.084,0,-1.2,-1.2,0.4,martike04
2021-22,Garrison Mathews,SG,25,HOU,65,1712,11,0.602,0.837,0.39,2,10.2,6.1,5.3,1.6,1.3,7.1,14.4,2.2,0.5,2.8,0.078,-1.3,-1,-2.3,-0.1,mathega01
2021-22,Dakota Mathias,SG,26,MEM,6,16,11,0.5,1,0,0,13.4,6.5,8,3,0,0,15.4,0,0,0,0.114,-1.4,1.7,0.3,0,mathida01
2021-22,Wesley Matthews,SG,35,MIL,49,1002,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,0.056,-3,-0.3,-3.3,-0.3,matthwe02
2021-22,Tyrese Maxey,PG,21,PHI,75,2650,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1,1.1,7.4,20.2,5.4,1.9,7.3,0.132,1.3,-0.7,0.6,1.8,maxeyty01
2021-22,Skylar Mays,SG,24,ATL,28,220,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0,12.8,15.5,0.2,0.1,0.3,0.061,-1.2,-0.8,-2,0,mayssk01
2021-22,Miles McBride,PG,21,NYK,40,372,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1,-4.5,-0.2,mcbrimi01
2021-22,Mac McClung,SG-PG,23,TOT,2,25,5.2,0.621,0.5,0.167,0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,0,0,0,-0.043,-8.4,-1.2,-9.6,0,mccluma01
2021-22,Mac McClung,PG,23,CHI,1,3,8.7,1,0,0,0,0,0,0,0,0,50,29.4,0,0,0,-0.251,-6.9,-8.4,-15.3,0,mccluma01
2021-22,Mac McClung,SG,23,LAL,1,22,4.7,0.551,0.6,0.2,0,14.6,7.3,6,2.2,4,26.9,14.5,0,0,0,-0.015,-8.6,-0.2,-8.8,0,mccluma01
2021-22,CJ McCollum,SG,30,TOT,62,2145,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1,9.3,27.5,2.6,1,3.6,0.081,3.2,-1.3,1.9,2.1,mccolcj01
2021-22,CJ McCollum,SG,30,POR,36,1267,15.8,0.532,0.435,0.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,0.7,0.3,1,0.04,1.8,-1.7,0.1,0.7,mccolcj01
2021-22,CJ McCollum,SG,30,NOP,26,878,21.9,0.58,0.361,0.204,2.3,12.5,7.3,31.3,1.9,0.1,9.5,29.4,1.9,0.7,2.6,0.14,5.3,-0.7,4.6,1.5,mccolcj01
2021-22,T.J. McConnell,PG,29,IND,27,652,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,1,0.4,1.3,0.098,-0.4,1.4,0.9,0.5,mccontj01
2021-22,Jaden McDaniels,PF,21,MIN,70,1803,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4,mcdanja02
2021-22,Jalen McDaniels,SF,24,CHO,55,895,12.7,0.595,0.425,0.283,4.3,16,10.1,8.7,1.4,2.3,11.2,15.3,1,0.7,1.7,0.093,-1.9,-0.4,-2.3,-0.1,mcdanja01
2021-22,Doug McDermott,PF,30,SAS,51,1223,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,1.1,0.5,1.6,0.062,-0.4,-2.1,-2.5,-0.1,mcderdo01
2021-22,JaVale McGee,C,34,PHO,74,1172,22.6,0.651,0.02,0.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.4,2.6,4.9,0.201,-0.1,0.9,0.8,0.8,mcgeeja01
2021-22,Cameron McGriff,SF,24,POR,3,46,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.4,0,2.1,0,14,0.1,0,0.1,0.097,-1,-3,-4,0,mcgrica01
2021-22,Rodney McGruder,SG,30,DET,51,754,11.6,0.577,0.649,0.116,4.2,12.1,8,9.6,1.4,0.8,9.2,14.8,0.7,0.4,1.2,0.075,-0.7,-0.7,-1.4,0.1,mcgruro01
2021-22,Alfonzo McKinnie,SF,29,CHI,17,206,5.6,0.457,0.443,0.131,7.1,10.9,9,3.2,0.5,1.3,9.8,15.3,-0.2,0.1,-0.1,-0.015,-5.6,-3.4,-9,-0.4,mckinal01
2021-22,JaQuori McLaughlin,PG,24,DAL,4,11,-2.9,0,0.5,0,0,0,0,22.3,0,0,0,8.2,0,0,0,-0.101,-9.4,-4.2,-13.6,0,mclauja01
2021-22,Jordan McLaughlin,PG,25,MIN,62,902,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3,1.1,14.9,11.8,1.3,1,2.3,0.123,-1.2,1.6,0.4,0.6,mclaujo01
2021-22,Ben McLemore,SG,28,POR,64,1285,11.7,0.567,0.774,0.163,1,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,0.031,-0.7,-2.5,-3.2,-0.4,mclembe01
2021-22,De'Anthony Melton,SG,23,MEM,73,1657,15.2,0.529,0.535,0.173,4,17.1,10.4,16,3,2.1,13,21.3,0.9,2.8,3.7,0.107,0.3,1.6,1.9,1.6,meltode01
2021-22,Sam Merrill,SG,25,MEM,6,58,7.5,0.485,0.958,0.167,1.8,11.1,6.3,9,0,0,7.2,19.6,0,0,0,0.029,-2.2,-3.4,-5.6,-0.1,merrisa01
2021-22,Chimezie Metu,C,24,SAC,60,1279,13.4,0.546,0.414,0.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,0.1,1.4,1.5,0.056,-1.6,0.1,-1.5,0.2,metuch01
2021-22,Khris Middleton,SF,30,MIL,66,2141,18.1,0.577,0.425,0.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,3.2,2.2,5.3,0.119,1.9,-0.3,1.6,1.9,middlkh01
2021-22,C.J. Miles,SG,34,BOS,1,2,-7.8,,,,0,0,0,0,0,0,,0,0,0,0,0.03,-16.3,0,-16.3,0,milescj01
2021-22,Patty Mills,SG,33,BRK,81,2346,10.4,0.563,0.715,0.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,1.9,0.9,2.8,0.058,-0.3,-1.4,-1.7,0.2,millspa02
2021-22,Paul Millsap,C,36,TOT,33,376,10.8,0.458,0.304,0.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,0,0.5,0.5,0.061,-3.7,0.2,-3.5,-0.1,millspa01
2021-22,Paul Millsap,C,36,BRK,24,270,11.2,0.443,0.318,0.2,12,23.6,17.9,11.8,0.9,3.6,10.6,16.5,0.1,0.3,0.4,0.069,-3.6,0.5,-3.1,-0.1,millspa01
2021-22,Paul Millsap,C,36,PHI,9,106,9.7,0.499,0.267,0.233,12.9,13.5,13.2,6.8,2.4,1.7,19.5,17.4,0,0.1,0.1,0.041,-4.1,-0.4,-4.5,-0.1,millspa01
2021-22,Shake Milton,SG,25,PHI,55,1179,11.9,0.517,0.33,0.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,0.7,1,1.7,0.069,-1.6,-0.6,-2.2,-0.1,miltosh01
2021-22,Davion Mitchell,PG,23,SAC,75,2076,10.8,0.489,0.38,0.101,1.7,7,4.4,22.5,1.3,1,11.5,20.6,-0.5,0.6,0.1,0.003,-2.1,-1.7,-3.8,-0.9,mitchda01
2021-22,Donovan Mitchell,SG,25,UTA,67,2266,21.6,0.572,0.475,0.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,4.7,2.5,7.2,0.152,4.6,-0.3,4.3,3.6,mitchdo01
2021-22,Evan Mobley,PF,20,CLE,69,2331,16.1,0.549,0.111,0.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,1.5,3.7,5.2,0.107,-0.9,1.5,0.6,1.5,mobleev01
2021-22,Malik Monk,SG,23,LAL,76,2139,14.4,0.597,0.535,0.142,1.9,11,6.4,15.2,1.4,1.2,12.2,20.1,2.3,1.4,3.6,0.081,0.5,-1,-0.5,0.8,monkma01
2021-22,Greg Monroe,C,31,TOT,14,195,19.5,0.566,0,0.404,16.9,18.8,17.7,16.2,2,4.8,15.2,17.3,0.4,0.3,0.7,0.169,-0.3,0.7,0.4,0.1,monrogr01
2021-22,Greg Monroe,C,31,MIN,4,81,18.9,0.578,0,0.318,7.8,24.4,15.9,28.1,2.3,7.1,21.8,16.6,0.1,0.1,0.3,0.149,-0.3,4.8,4.5,0.1,monrogr01
2021-22,Greg Monroe,C,31,WAS,2,18,25.1,0.5,0,0,43.8,18.2,30.8,9,2.7,4.7,20,24.7,0,0,0.1,0.135,-0.1,-4.3,-4.4,0,monrogr01
2021-22,Greg Monroe,C,31,MIL,5,70,16,0.52,0,0.409,17,14.8,15.9,4,2.1,2.8,10.4,17.7,0.1,0.1,0.2,0.119,-2.2,-2.3,-4.5,0,monrogr01
2021-22,Greg Monroe,C,31,UTA,3,26,27,0.743,0,1.4,26.1,12.2,19,16.7,0,3.4,0,13.5,0.2,0,0.2,0.39,4.6,-0.3,4.4,0,monrogr01
2021-22,Moses Moody,SG,19,GSW,52,607,10.5,0.573,0.601,0.197,3.2,11,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,0.101,-1.4,-1.1,-2.5,-0.1,moodymo01
2021-22,Xavier Moon,SG,27,LAC,10,137,16.2,0.545,0.275,0.098,1.6,9,5.4,27,2.5,1.9,10.1,19,0.2,0.2,0.3,0.121,-1.1,1,-0.1,0.1,moonxa01
2021-22,Matt Mooney,SG,24,NYK,1,2,-20,0,1,0,0,0,0,0,25,0,50,43.8,-0.1,0,0,-0.915,-33.9,11.5,-22.3,0,moonema01
2021-22,Ja Morant,PG,22,MEM,57,1889,24.4,0.575,0.218,0.353,4.2,14.1,9,34.1,1.7,1,12.6,33.7,4.6,2.1,6.7,0.171,6.2,-0.1,6.1,3.9,moranja01
2021-22,Juwan Morgan,PF,24,TOT,2,31,8.3,0.833,0.667,0,6.6,7.4,7,4.2,0,0,0,4.1,0.1,0,0.1,0.124,-3.3,-3.9,-7.1,0,morgaju01
2021-22,Juwan Morgan,PF,24,TOR,1,27,9.5,0.833,0.667,0,7.6,8.5,8,4.8,0,0,0,4.8,0.1,0,0.1,0.139,-3.2,-4.2,-7.3,0,morgaju01
2021-22,Juwan Morgan,PF,24,BOS,1,4,0,,,,0,0,0,0,0,0,,0,0,0,0,0.024,-4,-2,-6,0,morgaju01
2021-22,Jaylen Morris,SG,26,SAS,3,16,-11.4,0.129,0.333,0.667,0,13.2,6.6,14,0,0,11.4,23.1,-0.1,0,-0.1,-0.376,-15.8,-5.7,-21.5,-0.1,morrija01
2021-22,Marcus Morris,PF,32,LAC,54,1564,13.7,0.549,0.398,0.214,1.8,14,8.1,11.3,0.9,1,8.4,23.2,0.9,1.5,2.4,0.074,-0.3,-1,-1.4,0.3,morrima03
2021-22,Markieff Morris,PF,32,MIA,17,298,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1,0.4,14.5,20.6,0,0.3,0.3,0.054,-1.5,-0.4,-1.9,0,morrima02
2021-22,Monte Morris,PG,26,DEN,75,2239,14.7,0.583,0.406,0.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0,1.1,morrimo01
2021-22,Emmanuel Mudiay,PG,25,SAC,2,11,12.3,0.399,0,2,0,0,0,43.4,4.4,0,21,18.6,0,0,0,0.023,-2.7,1.5,-1.2,0,mudiaem01
2021-22,Mychal Mulder,PG,27,TOT,17,239,3.7,0.438,0.701,0.052,0.9,9.8,5.3,3,0.8,0.8,9.2,15.8,-0.4,0.1,-0.2,-0.05,-5.9,-1.8,-7.7,-0.3,muldemy01
2021-22,Mychal Mulder,PG,27,ORL,15,195,2.1,0.405,0.687,0.03,1.1,10.3,5.7,2.2,1,0.5,10.5,16.8,-0.5,0.1,-0.4,-0.091,-6.9,-1.7,-8.6,-0.3,muldemy01
2021-22,Mychal Mulder,PG,27,MIA,2,44,10.7,0.643,0.8,0.2,0,7.6,3.9,6.3,0,2.4,0,11,0.1,0,0.1,0.132,-1.3,-2.6,-3.9,0,muldemy01
2021-22,Ade Murkey,SG,24,SAC,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.017,-7.4,-2.3,-9.7,0,murkead01
2021-22,Trey Murphy III,SF,21,NOP,62,864,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,1.3,0.6,1.9,0.104,0.2,-1.4,-1.2,0.2,murphtr02
2021-22,Dejounte Murray,PG,25,SAS,68,2366,22.3,0.533,0.237,0.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,3.9,3.4,7.3,0.149,3.7,1.7,5.4,4.4,murrade01
2021-22,Mike Muscala,C,30,OKC,43,592,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,1.4,0.7,2.1,0.17,3.8,1.2,5,1.1,muscami01
2021-22,Svi Mykhailiuk,SF,24,TOR,56,716,9.6,0.509,0.573,0.158,2.9,11.5,7,8.8,1.8,0.5,11.3,16.9,0.1,0.7,0.8,0.052,-2.7,-0.2,-2.9,-0.2,mykhasv01
2021-22,Abdel Nader,SF,28,PHO,14,145,4.9,0.431,0.4,0.286,3,16.6,10,5.9,2.7,2.5,21.8,15,-0.3,0.3,0,-0.009,-7.1,2.2,-5,-0.1,naderab01
2021-22,Larry Nance Jr.,C-PF,29,TOT,46,1040,14.4,0.59,0.283,0.231,7.4,19.3,13.1,11.4,2,1.9,12,12.8,1.5,0.8,2.3,0.104,-0.4,0.3,-0.1,0.5,nancela02
2021-22,Larry Nance Jr.,C,29,POR,37,858,14.4,0.581,0.313,0.247,7.2,20.1,13.4,12.5,2.2,1.5,11,12.4,1.3,0.6,1.9,0.104,-0.3,0.6,0.3,0.5,nancela02
2021-22,Larry Nance Jr.,PF,29,NOP,9,182,14.2,0.628,0.163,0.163,8.3,15.6,11.9,6.4,1.4,3.7,16,14.7,0.2,0.2,0.4,0.104,-1.1,-0.8,-1.9,0,nancela02
2021-22,RJ Nembhard Jr.,SG,22,CLE,14,63,8,0.38,0.111,0.222,5.4,6.9,6.1,26.1,0.8,0,13.2,16,0,0,0,0.01,-4.4,-1.5,-5.9,-0.1,nembhrj01
2021-22,Aaron Nesmith,SF,22,BOS,52,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,nesmiaa01
2021-22,Raul Neto,PG,29,WAS,70,1372,12.4,0.538,0.272,0.245,1.1,9.6,5.4,22.9,2,0.2,13.9,18.4,0.7,0.8,1.5,0.053,-2.5,-0.5,-2.9,-0.4,netora01
2021-22,Malik Newman,PG,24,CLE,1,8,28.6,0.68,0.2,0.4,0,13.5,6.9,27.8,0,0,14.5,38.1,0,0,0,0.179,6.3,0.1,6.4,0,newmama01
2021-22,Georges Niang,PF,28,PHI,76,1736,10.7,0.594,0.687,0.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,1.5,1.3,2.8,0.077,-0.8,-1.1,-1.9,0,niangge01
